 Secretaría; Cód; Departamento; CódMun; Municipio; Código; Nombre;  Dirección; Teléfono; Nombre Rector; Tipo Establecimiento; Sector; Zona; Jornadas; Niveles; Grados;No. Sede; Cal; Correo Electrónico
ANTIOQUIA;5;ANTIOQUIA;5495;NECHÍ;205495000053;I. E.  COLORADO;CORREG. COLORADO;8308141 - 3146014440;LUIS ALFONSO VILLAMIZAR;INSTITUCION EDUCATIVA;OFICIAL;RURAL;MAÑANA,TARDE,FIN DE SEMANA;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,10,11,21,99;5;A;iecolorado@hotmail.com
RIONEGRO;5;ANTIOQUIA;5615;RIONEGRO;405615001741;COLEGIO CAMPESTRE SAN NICOLAS;VDA. CIMARRONAS;531 58 32;GONZALEZ ZULUAGA CLARA ELENA ;INSTITUCION EDUCATIVA;NO OFICIAL;RURAL;COMPLETA,FIN DE SEMANA;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26;1;A;colegiosanicolas@fundaescala.edu.co
ANTIOQUIA;5;ANTIOQUIA;5576;PUEBLORRICO;105576000096;I. E. EL SALVADOR;CL 30 25 35;849-80-26;JULIO CESAR PEREA MOSQUERA;INSTITUCION EDUCATIVA;OFICIAL;RURAL,URBANA;MAÑANA,COMPLETA,NOCTURNA,FIN DE SEMANA;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99;9;A;i.e.elsalvador@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5483;NARIÑO;105483000347;I. E. INMACULADA CONCEPCION;KR 10 9 148;8680053;GARCIA AGUIRRE CARLOS ALBERTO;INSTITUCION EDUCATIVA;OFICIAL;RURAL,URBANA;COMPLETA,NOCTURNA,FIN DE SEMANA;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99;12;A;inmaculadaconcepcion@narino-antioquia.gov.co
ANTIOQUIA;5;ANTIOQUIA;5819;TOLEDO;105819000022;I. E. J. EMILIO VALDERRAMA AGUDELO;KR 10 12 07;8619058;LONDOÑO VASCO JOSE JOHN JAIRO;INSTITUCION EDUCATIVA;OFICIAL;URBANA,RURAL;COMPLETA,NOCTURNA,FIN DE SEMANA;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26;11;A;iejemilio@tareanet.edu.co y iejemilio@gmail.com
ITAGUI;5;ANTIOQUIA;5360;ITAGUI;105360000105;INSTITUCION EDUCATIVA PEDRO ESTRADA;KR 47 85 113;2555576  Cel. 3183124776;GABRIEL DARIO MEDINA RIOS;INSTITUCION EDUCATIVA;OFICIAL;URBANA;MAÑANA,NOCTURNA;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99;1;A;IEPEDROESTRADA@itagui.edu.co
ANTIOQUIA;5;ANTIOQUIA;5895;ZARAGOZA;205895000320;I. E.R. SIMON BOLIVAR;CORREG EL PATO;;MARULANDA JHON JAIRO;INSTITUCION EDUCATIVA;OFICIAL;RURAL;MAÑANA,COMPLETA,FIN DE SEMANA;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26;9;A;zaragozasimonbolivar@tareanet.edu.co 
ANTIOQUIA;5;ANTIOQUIA;5040;ANORÍ;105040000212;I. E. ANORI;KR 35 26 380;8350861;OSCAR ALBERTO BEDOYA VANEGAS;INSTITUCION EDUCATIVA;OFICIAL;RURAL,URBANA;COMPLETA,NOCTURNA,FIN DE SEMANA;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99;24;A;anorisimat2@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5138;CAÑASGORDAS;105138000121;I. E. NICOLAS GAVIRIA;KR 26 47 84;8564192;SILVIA LUCÍA MORENO GÓMEZ ;INSTITUCION EDUCATIVA;OFICIAL;RURAL,URBANA;COMPLETA,NOCTURNA;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26;12;A;iernicolasgaviria@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5890;YOLOMBÓ;205890000259;I. E. R. PRESBITERO EDUARDO ZULUAGA;PALACIO MPAL;865 41 81;JOSE NELIO MARMOLEJO RAGA;INSTITUCION EDUCATIVA;OFICIAL;RURAL;MAÑANA,FIN DE SEMANA;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,10,11,21;9;A;iereduardozuluaga@hotmail.com
MEDELLIN;5;ANTIOQUIA;5001;MEDELLÍN;105001001121;INST EDUC JOSE ROBERTO VASQUEZ;CL 76 39 160;2331414;OVIDIO DE JESUS OCHOA QUINTERO;INSTITUCION EDUCATIVA;OFICIAL;URBANA;MAÑANA,TARDE;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,10,11;3;A;ie.joserobertovasque@medellin.gov.co
ANTIOQUIA;5;ANTIOQUIA;5051;ARBOLETES;205051001339;I. E. R. EL CARMELO;CORREG. EL CARMELO;8243117;EIDA ANTONIA MATURANA MENA;INSTITUCION EDUCATIVA;OFICIAL;RURAL;MAÑANA,COMPLETA,NOCTURNA,TARDE;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,10,11,21,22;8;A;arboletesierelcarmelo@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5172;CHIGORODÓ;105172000220;I. E. MARIA AUXILIADORA;KR 111 93 35;825 59 59 Y 825 33 74;MENA OREJUELA GREGORIO ANTONIO;INSTITUCION EDUCATIVA;OFICIAL;URBANA;MAÑANA,TARDE;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,10,11,99;1;A;chigorodomaria@tareanet.edu.co
MEDELLIN;5;ANTIOQUIA;5001;MEDELLÍN;105001021873;INST EDUC SOL DE ORIENTE;IND KR 23 56EH 200;2914389;JUAN DIEGO RESTREPO ESCOBAR;INSTITUCION EDUCATIVA;OFICIAL;URBANA;MAÑANA,TARDE;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,10,11,99;2;A;ie.soldeoriente@medellin.gov.co
ANTIOQUIA;5;ANTIOQUIA;5002;ABEJORRAL;205002000190;C. E. R. MORROGORDO;VDA. MORROGORDO;8647611;GARZON LLANOS DEISY LILIANA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5051;ARBOLETES;105051000508;I. E.  JOSE MANUEL RESTREPO;CL 1 1 01;8200367;OBREGON HERNANDEZ DANIRIS LUCIA;INSTITUCION EDUCATIVA;OFICIAL;RURAL,URBANA;MAÑANA,COMPLETA,TARDE,FIN DE SEMANA;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99;6;A;arboletesiejmrestrepo@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5120;CÁCERES;205120000081;I. E. GUARUMO;VDA EL GUARUMO ;830 89 85 y 3216360209;JORGE LUIS COBOS BENITEZ;INSTITUCION EDUCATIVA;OFICIAL;URBANA,RURAL;MAÑANA,TARDE,FIN DE SEMANA;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26;4;A;institucionguarumo@hotmail.com
ITAGUI;5;ANTIOQUIA;5360;ITAGUI;105360000083;INSTITUCION EDUCATIVA SAN JOSE;KR 50 A 37 B 60;2770630  Cel. 3183124765;MARIA EUGENIA MIRA RIOS;INSTITUCION EDUCATIVA;OFICIAL;URBANA;MAÑANA,TARDE;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,10,11;2;A;IESANJOSE@itagui.edu.co
ANTIOQUIA;5;ANTIOQUIA;5002;ABEJORRAL;205002000203;C. E. R. LA PRIMAVERA;VDA. LA PRIMAVERA;864 76 1 1;CASTRO GARCIA DIANA SIRLEY;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;sofiaecheverri@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5440;MARINILLA;105440000068;I. E. ROMAN GOMEZ;KR 41 29 11;548 30 38;LUIS FEDERICO ATEHORTÚA LONDOÑO;INSTITUCION EDUCATIVA;OFICIAL;URBANA;MAÑANA,TARDE;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,10,11;3;A;romangom@latinmail.com
ANTIOQUIA;5;ANTIOQUIA;5679;SANTA BÁRBARA;105679000485;I. E. JESUS MARIA ROJAS  PAGOLA;KR BOYACA 49 A 42;8460072-8463290;GLORIA ISABEL GARCIA PULGARIN;INSTITUCION EDUCATIVA;OFICIAL;URBANA,RURAL;MAÑANA,COMPLETA,NOCTURNA,TARDE;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,10,11,21;9;A;jesusmariarp@hotmail.com
ANTIOQUIA;5;ANTIOQUIA;5147;CAREPA;205045000363;I. E. R. ZUNGO EMBARCADERO;CORREG. ZUNGO EMBARCADERO;8245654;MORENO MENDOZA OLGA LUCIA;INSTITUCION EDUCATIVA;OFICIAL;RURAL,URBANA;MAÑANA,NOCTURNA,TARDE,FIN DE SEMANA;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99;6;A;colegiozungo@hotmail.es
MEDELLIN;5;ANTIOQUIA;5001;MEDELLÍN;305001022675;COL NUEVO CERVANTES CONOCER;KR 45 55 03;2934242;LUZ ESTELLA BERMUDEZ SALDARRIAGA ;CENTRO EDUCATIVO;NO OFICIAL;URBANA;FIN DE SEMANA;MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;22,23,24,25,26;1;A;rectoriacervantes@fundaconocer.org
ANTIOQUIA;5;ANTIOQUIA;5686;SANTA ROSA DE OSOS;205686000223;I. E. MONSEÑOR MIGUEL ANGEL BUILES;CORREG. ARAGON;8602260;MIRANDA VEGA LUIS FRANCISCO;INSTITUCION EDUCATIVA;OFICIAL;RURAL;COMPLETA;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,10,11;10;A;iermmab2007@hotmail.com
TURBO;5;ANTIOQUIA;5837;TURBO;205837005524;I.E. PUEBLO BELLO;CORREG. PUEBLO BELLO;824 34 91  824 36 18;MANUEL IGNACIO MORENO MARTINEZ;INSTITUCION EDUCATIVA;OFICIAL;RURAL;MAÑANA,TARDE,FIN DE SEMANA;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99;9;A;iepueblobello@turboeducado.edu.co
TURBO;5;ANTIOQUIA;5837;TURBO;205837004366;I.E. VEINTICUATRO DE DICIEMBRE;BARRIO 24 DE DICIEMBRE;8273273;RAQUEL BELLO HIDALGO;INSTITUCION EDUCATIVA;OFICIAL;RURAL;MAÑANA,TARDE,FIN DE SEMANA;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26;5;A;ie24diciembre@turboeducado.edu.co
ANTIOQUIA;5;ANTIOQUIA;5002;ABEJORRAL;205002000211;I. E. PEDRO PABLO RAMIREZ;VDA. LA LOMA;864 76 11;VACANTE;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5490;NECOCLÍ;105490000026;I. E. ANTONIO ROLDAN BETANCUR;KR 46  51-53;8214757;AGUIRRE JADER ALBERTO;INSTITUCION EDUCATIVA;OFICIAL;URBANA,RURAL;MAÑANA,COMPLETA,TARDE,FIN DE SEMANA;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99;4;A;ieducarnecocli@tareanet.edu.co 
ITAGUI;5;ANTIOQUIA;5360;ITAGUI;105360000628;INSTITUCION EDUCATIVA AVELINO SALDARRIAGA;CL 39 49 77;3732506 -3723968 Cel.     3183124756;FERNANDO LEÓN GARCÍA JAIMES;INSTITUCION EDUCATIVA;OFICIAL;URBANA;MAÑANA,NOCTURNA,TARDE;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99;3;A;IEAVELINOSALDARRIAGA@itagui.edu.co
ANTIOQUIA;5;ANTIOQUIA;5002;ABEJORRAL;205002000220;C. E. R. COMBIA;VDA. COMBIA ;8647611;RIOS QUINTERO BIBIANA ANDREA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;monicam78@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5380;LA ESTRELLA;305380019520;C.E. LA ESTRELLA;CL 82 S 59 13;2791226;YORLY ANDREA GONZALEZ TABARES ;CENTRO EDUCATIVO;NO OFICIAL;URBANA;MAÑANA;PREESCOLAR;=-2-1;1;A;centroeducativolaestrella@gmail.com
ITAGUI;5;ANTIOQUIA;5360;ITAGUI;205360001254;I.E. MARIA JOSEFA ESCOBAR;IND B.  EL PEDREGAL;3718758  Cel. 3183124775;WILLIAM ECHAVARRIA AGUILAR;INSTITUCION EDUCATIVA;OFICIAL;RURAL;MAÑANA,NOCTURNA,TARDE;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99;1;A;IEMARIAJOSEFAESCOBAR@itagui.edu.co
ANTIOQUIA;5;ANTIOQUIA;5659;SAN JUAN DE URABÁ;205051000065;I. E. R. MONSEÑOR ESCOBAR VELEZ;CORREG. DAMAQUIEL;8245400;MUÑOZ VALETA JAIDER;INSTITUCION EDUCATIVA;OFICIAL;RURAL;MAÑANA,TARDE;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,10,11,99;5;A;SJUIERMONSENOREV@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5686;SANTA ROSA DE OSOS;205686000061;C. E. R. HORACIO TORO OCHOA;VDA. RIOGRANDE;8665120;GRISALES ESCOBAR JORGE DE JESUS;INSTITUCION EDUCATIVA;OFICIAL;RURAL;COMPLETA;PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9;4;A;
ANTIOQUIA;5;ANTIOQUIA;5697;EL SANTUARIO;105697000077;I. E. TECNICO INDUSTRIAL JOSE MARIA CORDOBA;KR 42 44 D 33;5460343;ZULUAGA SALAZAR MARIA EVELIA;INSTITUCION EDUCATIVA;OFICIAL;URBANA;COMPLETA,FIN DE SEMANA;PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9,10,11,22,23,24,25,26,99;2;A;iejmc2009@hotmail.com
ANTIOQUIA;5;ANTIOQUIA;5002;ABEJORRAL;205002000238;C. E. R. SAN BARTOLOME;VDA SAN BARTOLOMÉ;864 76 11;DUQUE GRISALES FRANCY LEIDY;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5002;ABEJORRAL;205002000254;C. E. R. ROSA ARANGO DE R;VDA. LA BETULIA;8647611; JULY ANDREA ARANGO CHICA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;juanarangochica@hotmail.com
ANTIOQUIA;5;ANTIOQUIA;5002;ABEJORRAL;205002000271;C. E. R. JESUSITA JIMENEZ;VDA. LA LLANADA;8647611; SANDRA EUGENIA OTALVARO ALVAREZ;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5002;ABEJORRAL;205002000289;C. E. R. SAN LUIS;VDA. SAN LUIS;8647611; OSCAR WILLIAM VILLA CORREA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;oscar.com@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5002;ABEJORRAL;205002000297;C. E. R. CLODOMIRO RAMIREZ;VDA EL BUEY ;864 76 11;DORA INES LLANOS NOREÑA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;maririos@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5002;ABEJORRAL;205002000301;C. E. R. SANTIAGO BETANCUR;VDA. MARRON;;GRAJALES TORO GLADYS AURORA ;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5002;ABEJORRAL;205002000319;C. E. R. EL CARMELO;VDA EL CARMELO;8647611;VILLA SUAZA ADRIANA MARÍA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;adrianamariavillasuaza@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5002;ABEJORRAL;205002000327;C. E. R. SANTA ANA;VDA. SANTA ANA;864 76 11;MORALES LONDOÑO FERNEY DE JESUS;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5002;ABEJORRAL;205002000335;C. E. R. ELIAS GUTIERREZ;VDA. CAÑAVERAL;864 76 11;DUQUE CORTES PAULA ANDREA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;andreacortes@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5002;ABEJORRAL;205002000351;C. E. R. LA POLKA;VDA. LA POLKA;8647611;CORTÉS R. JOSÉ LIBARDO;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;libar@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5002;ABEJORRAL;205002000360;C. E. R. MARCIAL NARANJO;VDA. LLANO GRANDE;8647611; GLADYS AMPARO GARCIA AGUDELO;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5250;EL BAGRE;205250000112;C. E. R. LA MATANZA;VDA. LA MATANZA;837 31 97;MERCHAN RODRIGUEZ FATINIZA ESTHER (DOC.PROV.);CENTRO EDUCATIVO;OFICIAL;RURAL;MAÑANA;PREESCOLAR,BÁSICA PRIMARIA;0,1,2,3,4,5;1;A;
ANTIOQUIA;5;ANTIOQUIA;5002;ABEJORRAL;205002000378;C. E. R.  INES GUZMAN;VDA. MATA DE GUADUA;8647611; LUZ ESTRELLA LONDOÑO MARIN;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;inesguzman@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5002;ABEJORRAL;205002000386;C. E. R. RAFAELA GUTIERREZ;VDA. QUEBRADONA ARRIBA;864 76 11;VACANTE;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5002;ABEJORRAL;205002000394;C. E. R.  FRANCISCO BETANCUR;VDA. LA PEÑA;864 76 11;LOPEZ PALACIO LUZ AIDA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5002;ABEJORRAL;205002000408;C. E. R. CAUNZAL;VDA EL CAUNZAL;864 76 11;CORREA CORREA ERICA PATRICIA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;patriciaco81@hotmail.com
ANTIOQUIA;5;ANTIOQUIA;5002;ABEJORRAL;205002000416;C. E. R. EL VESUBIO;VDA. EL VESUBIO;8647611; LUZ MABEL LOPEZ CASTRO;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;volcan@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5002;ABEJORRAL;205002000424;C. E. R. AURES;VDA. AURES;864 76 11;MORALES CASTRO PIEDAD CECILIA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;piedadmora@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5887;YARUMAL;205887000205;C. E. R. RURAL CHAQUIRAL;CL.   20   18-17;853 64 63;VELEZ BALBIN MARTHA INES;CENTRO EDUCATIVO;OFICIAL;RURAL;COMPLETA;PREESCOLAR,BÁSICA PRIMARIA;0,1,2,3,4,5;1;A;
ANTIOQUIA;5;ANTIOQUIA;5002;ABEJORRAL;205002000441;C. E. R. SANTA CATALINA;VDA. SANTA CATALINA;8647611 EXT 107;CHICA DE GARCIA GLORIA ELENA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5361;ITUANGO;205361002319;C. E. R. ORGANI ALTO;VDA ORGANI ALTO;864 30 93; DEWIN PALACIOS GAMBOA;CENTRO EDUCATIVO;OFICIAL;RURAL;COMPLETA;BÁSICA PRIMARIA;1,2,3,4,5;1;A;ituangocerorganialto@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5002;ABEJORRAL;205002000459;C. E. R. SOTAYAC;VDA. SOTAYAC;864 76 11; JESUS ALBERTO BELTRAN OMEN;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;centroeducativosotayac@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5002;ABEJORRAL;205002000467;C. E. R. JOSE DE LA CRUZ RESTREPO;VDA. EL CHAGUALO;8647611;RIOS QUINTERO VIVIANA YANETH;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;mariasofi@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5002;ABEJORRAL;205002000475;C. E. R. SAN VICENTE;VDA. SAN VICENTE;864 76 11;GONZALEZ GLORIA INES ;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5649;SAN CARLOS;205649000124;CENTRO EDUCATIVO RURAL SANTA RITA;VDA. SANTA RITA;;ADMINISTRACION (LUZ YORLADY GALLEGO VELASQUEZ);CENTRO EDUCATIVO;OFICIAL;RURAL;COMPLETA;PREESCOLAR,BÁSICA PRIMARIA;0,1,2,3,4,5;1;A;cersantaritasancarlos@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5002;ABEJORRAL;205002000491;C. E. R.  DR FELIX GARCIA R;VDA. EL VOLCAN;8513514 y 8511053; FLOR DORELY LOAIZA LLANOS;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;volcan@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5652;SAN FRANCISCO;205652000372;C. E. R. SAN PEDRO;VDA SAN PEDRO;314-749-7261;QUINTERO COPETE NASLY YADILA;CENTRO EDUCATIVO;OFICIAL;RURAL;COMPLETA;PREESCOLAR,BÁSICA PRIMARIA;0,1,2,3,4,5;1;A;cersanpedrosanfrancisco@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5002;ABEJORRAL;205002000505;C. E. R. JOAQUINA GUTIERREZ;VDA. LA CIRCITA;8514665; GONZALO DE JESUS MONTOYA FLOREZ;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;chalo10@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5002;ABEJORRAL;205002000513;C. E. R. LA ESPERANZA;VDA. LA PRIMAVERA;8648659;ECHEVERRI VILLEGAS MONICA MARÍA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;yeisson@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5495;NECHÍ;205495000878;C. E. R.  PLAN BONITO;VDA. PLAN BONITO;;ARIAS CASTILLO FRANKLIN (DOC.PROP);CENTRO EDUCATIVO;OFICIAL;RURAL;MAÑANA,FIN DE SEMANA;PREESCOLAR,BÁSICA PRIMARIA;0,1,2,3,4,5,21;1;A;
ANTIOQUIA;5;ANTIOQUIA;5002;ABEJORRAL;205002000521;C. E. R. DR EDUARDO PELAEZ;VDA YARUMAL;864 76 11;YENIS EUGENIA CIRO RESTREPO;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;cerdceduardopelaez@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5250;EL BAGRE;205250000139;C. E. R. VILLA CHICA;VDA. LA BONGA;837 02 79;MONTOYA RICARDO MARIA DAMARIS (DPROV);CENTRO EDUCATIVO;OFICIAL;RURAL;MAÑANA;PREESCOLAR,BÁSICA PRIMARIA;0,1,2,3,4,5;1;A;
ANTIOQUIA;5;ANTIOQUIA;5250;EL BAGRE;205250000597;C. E. R. EL REAL;VDA. EL REAL;837 02 79;BERMUDES CUERO RUBY;CENTRO EDUCATIVO;OFICIAL;RURAL;MAÑANA,FIN DE SEMANA;PREESCOLAR,BÁSICA PRIMARIA;0,1,2,3,4,5,21,22;1;A;
ANTIOQUIA;5;ANTIOQUIA;5002;ABEJORRAL;205002000530;C. E. R. JOAQUINA DUQUE B;VDA. PANTANONEGRO;864 76 11;SANCHEZ VALENCIA LILIANA CECILIA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;lilisan43@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5361;ITUANGO;205361001045;C. E. R. EL TEJAR;VDA. EL TEJAR;8643093;AGUDELO  MARIN ADRIANA (DOC.PROV.);CENTRO EDUCATIVO;OFICIAL;RURAL;COMPLETA;PREESCOLAR,BÁSICA PRIMARIA;0,1,2,3,4,5;1;A;ituangocereltejar@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5002;ABEJORRAL;205002000548;C. E. R. ZOILA GARCIA DE GUZMAN;VDA QUEBRADA NEGRA;8647611; YASMI ELENA GARCIA CHICA;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;yasmin.com@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5002;ABEJORRAL;205002000556;C. E. R. MANUEL CANUTO RESTREPO;VDA. GUAYABAL;864 76 11;ANA ROSA RESTREPO BOTERO;CENTRO EDUCATIVO;OFICIAL;;;;;0;A;
ANTIOQUIA;5;ANTIOQUIA;5237;DONMATÍAS;205237000294;C. E. R. JUSTINIANO RAMIREZ;VDA. COLON;8730778;JUAN PABLO MESA PALACIO;CENTRO EDUCATIVO;OFICIAL;RURAL;COMPLETA;PREESCOLAR,BÁSICA PRIMARIA;0,1,2,3,4,5;1;A;cerjustinianoramirez@tareanet.edu.co
ANTIOQUIA;5;ANTIOQUIA;5147;CAREPA;405147000961;INSTITUTO EDUCATIVO NUEVO HORIZONTE;VDA. CARACOLI;; AYAZO P. SHERLEY JEINS;INSTITUCION EDUCATIVA;NO OFICIAL;URBANA;MAÑANA,TARDE;PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA;0,1,2,3,4,5,6,7,8,9;1;A;copecas1@hotmail.com
